pseudocode,state,district,block,rural_urban,lgd_vill_name,school_category,school_type,lowclass,highclass,managment,pincode,pre_primary,shift_school,resi_school,class_1_students,class_2_students,class_3_students,class_4_students,class_5_students,class_6_students,class_7_students,class_8_students,class_9_students,class_10_students,class_11_students,class_12_students,total_students,total_tch,regular,contract,part_time,total_class_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,total_boys_toilet,total_girls_toilet,desktop,laptop,tablet,internet,electricity_availability,library_availability,playground_available,structure_name,structure_status,classroom_repair_gap,has_internet,has_library
2126670,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Karpia Khas,1,3,1,5,5,243301,2,2,3,3,2,6,24,12,0,0,0,0,0,0,0,47,4,2,2,0,5,5,0,0,2,2,0,0,0,2,2,2,1,Primary (1–5),STANDARD,0,False,False
7517069,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Mujhena Jagir,5,3,6,12,5,262406,9,2,3,0,0,0,0,0,33,39,45,100,107,95,112,531,11,11,0,0,20,20,0,0,1,4,2,0,0,1,2,1,1,Higher Secondary (6–12),STANDARD,0,True,True
7010483,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Bahadurpur,2,3,1,8,5,243504,2,2,3,3,2,1,4,3,6,2,1,0,0,0,0,22,7,0,7,0,10,10,0,0,1,1,0,0,0,1,1,2,1,Upper Primary (1–8),STANDARD,0,True,False
4365746,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Chandpur Bichpuri,4,3,6,8,1,243006,9,2,3,0,0,0,0,0,69,64,52,0,0,0,0,185,9,6,2,1,5,3,2,0,1,1,0,1,2,2,1,1,1,Upper Primary (6–8),STANDARD,2,False,True
6491126,UTTAR PRADESH,BAREILLY,RAMNAGAR,1,Prathvipur,2,3,1,8,1,243303,2,2,3,11,7,11,6,14,19,29,30,0,0,0,0,127,5,5,0,0,8,4,2,2,2,1,0,0,2,2,1,1,1,Upper Primary (1–8),STANDARD,4,False,True
9021430,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,2,3,1,8,5,243001,2,2,3,14,19,9,2,14,10,11,13,0,0,0,0,92,4,4,0,0,13,13,0,0,2,2,2,0,0,2,1,1,1,Upper Primary (1–8),STANDARD,0,False,True
2432506,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,4,3,6,8,5,243001,9,2,3,0,0,0,0,0,13,8,13,0,0,0,0,34,3,3,0,0,3,3,0,0,2,2,0,1,0,1,1,1,1,Upper Primary (6–8),STANDARD,0,True,True
5999569,UTTAR PRADESH,BAREILLY,BHADPURA,1,Baboora Baboori,1,3,1,5,1,262406,2,2,3,12,5,13,18,10,0,0,0,0,0,0,0,58,3,3,0,0,2,2,0,0,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,0,False,True
8121670,UTTAR PRADESH,BAREILLY,SHERGARH,1,Sarai,1,3,1,5,1,243505,2,2,3,2,5,2,8,6,0,0,0,0,0,0,0,23,3,1,2,0,2,0,2,0,1,1,0,0,1,1,1,1,1,Primary (1–5),STANDARD,2,True,True
4404855,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Ballia,1,3,1,5,1,243504,2,2,3,7,2,9,15,22,0,0,0,0,0,0,0,55,3,3,0,0,4,0,2,2,1,1,0,0,0,2,1,1,1,Primary (1–5),STANDARD,4,False,True
7263686,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Masihabad,1,3,1,5,1,243504,2,2,3,18,15,14,24,21,0,0,0,0,0,0,0,92,3,2,1,0,6,3,1,2,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,3,False,True
6601004,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Katsari,1,3,1,5,1,243001,2,2,3,8,8,15,9,17,0,0,0,0,0,0,0,57,2,1,1,0,6,4,0,2,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,2,False,True
7608113,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Himmatpur Taharpur,1,3,1,5,1,243401,2,2,3,9,4,7,18,19,0,0,0,0,0,0,0,57,5,3,2,0,4,0,0,4,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,4,False,True
7712140,UTTAR PRADESH,BAREILLY,KYARA,1,Kiara Mustqil,1,3,1,5,1,243001,2,2,3,48,51,43,60,53,0,0,0,0,0,0,0,255,10,7,3,0,7,4,0,3,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,3,True,True
8045425,UTTAR PRADESH,BAREILLY,BHADPURA,1,Methi Nawadia,1,3,1,5,1,262406,2,2,3,4,1,2,9,10,0,0,0,0,0,0,0,26,2,2,0,0,4,2,1,1,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,2,False,True
8601676,UTTAR PRADESH,BAREILLY,BHADPURA,1,Nakti Narianpur,1,3,1,5,1,262406,2,2,3,23,11,11,23,19,0,0,0,0,0,0,0,87,5,2,3,0,6,5,0,1,1,1,0,0,2,1,1,1,2,Primary (1–5),STANDARD,1,True,True
7820609,UTTAR PRADESH,BAREILLY,FARIDPUR,1,Mohanpur,1,3,1,5,1,243503,2,2,3,14,15,15,23,19,0,0,0,0,0,0,0,86,7,5,2,0,4,0,2,2,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,4,False,True
9306240,UTTAR PRADESH,BAREILLY,BHUTA,1,Mahmoodpur,1,3,1,5,1,243503,2,2,3,4,4,0,2,3,0,0,0,0,0,0,0,13,2,2,0,0,4,4,0,0,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,0,False,True
2821571,UTTAR PRADESH,BAREILLY,FATEHGANJ,1,Neodhana,1,3,1,5,1,243202,2,2,3,11,7,4,5,5,0,0,0,0,0,0,0,32,2,1,1,0,4,1,2,1,1,1,0,1,2,2,1,1,1,Primary (1–5),STANDARD,3,False,True
3545359,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Khamaria Azampur,1,3,1,5,1,243504,2,2,3,8,11,9,22,11,0,0,0,0,0,0,0,61,4,2,2,0,1,1,0,0,2,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,0,False,True
6425402,UTTAR PRADESH,BAREILLY,KYARA,1,Thiria Thakuran,1,3,1,5,1,243502,2,2,3,26,21,21,32,22,0,0,0,0,0,0,0,122,6,4,2,0,6,5,1,0,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,1,False,True
5482648,UTTAR PRADESH,BAREILLY,FARIDPUR,1,Gopalpur,1,3,1,5,1,243001,2,2,3,35,12,15,38,38,0,0,0,0,0,0,0,138,9,3,6,0,8,6,0,2,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,2,True,True
2079419,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Nakatpur,1,3,1,5,1,243401,2,2,3,22,8,13,21,17,0,0,0,0,0,0,0,81,4,3,1,0,6,2,0,4,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,4,False,True
3639612,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Biharipur,1,3,1,5,1,243001,2,2,3,24,23,19,22,23,0,0,0,0,0,0,0,111,4,3,1,0,4,2,1,1,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,2,False,True
8520332,UTTAR PRADESH,BAREILLY,FARIDPUR,1,Sitarganj,1,3,1,5,1,243503,2,2,3,12,25,16,26,21,0,0,0,0,0,0,0,100,5,3,2,0,6,2,0,4,1,1,0,0,1,1,1,1,1,Primary (1–5),STANDARD,4,True,True
5967695,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Chigari Wal Kishanpur,1,3,1,5,1,243302,2,2,3,25,10,12,30,33,0,0,0,0,0,0,0,110,3,3,0,0,6,2,0,4,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,4,False,True
2254295,UTTAR PRADESH,BAREILLY,RICHHA(DAMKHODA),1,Khamaria Gopa Dandi,1,3,1,5,1,243203,2,2,3,14,17,14,14,21,0,0,0,0,0,0,0,80,3,3,0,0,3,0,1,2,1,2,0,1,2,1,1,1,1,Primary (1–5),STANDARD,3,True,True
8911359,UTTAR PRADESH,BAREILLY,BHOJIPURA,1,Ghanghora Piparia,1,3,1,5,1,243001,2,2,3,12,8,14,35,23,0,0,0,0,0,0,0,92,5,3,2,0,4,0,0,4,1,1,0,1,2,2,1,1,1,Primary (1–5),STANDARD,4,False,True
5896542,UTTAR PRADESH,BAREILLY,BAHERI,1,Itavadhura,1,3,1,5,1,243201,2,2,3,2,1,4,6,15,0,0,0,0,0,0,0,28,3,2,1,0,5,3,1,1,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,2,False,True
9728153,UTTAR PRADESH,BAREILLY,RICHHA(DAMKHODA),1,Damkhoda,1,3,1,5,1,243201,2,2,3,21,21,25,35,28,0,0,0,0,0,0,0,130,6,3,3,0,6,4,2,0,1,2,0,1,2,1,1,1,2,Primary (1–5),STANDARD,2,True,True
9334698,UTTAR PRADESH,BAREILLY,RAMNAGAR,1,Paltha,1,3,1,5,1,243303,2,2,3,19,23,16,36,31,0,0,0,0,0,0,0,125,3,3,0,0,5,4,0,1,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,1,False,True
9439285,UTTAR PRADESH,BAREILLY,SHERGARH,1,Delpur,1,3,1,5,1,243505,2,2,3,14,9,9,10,13,0,0,0,0,0,0,0,55,4,2,2,0,4,3,1,0,1,1,0,1,1,1,1,1,1,Primary (1–5),STANDARD,1,True,True
7703426,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Sakatpur,1,3,1,5,1,243122,2,2,3,1,7,10,8,6,0,0,0,0,0,0,0,32,3,1,2,0,4,2,0,2,1,1,0,0,0,1,1,1,1,Primary (1–5),STANDARD,2,True,True
6810263,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Nausna,1,3,1,5,1,243504,2,2,3,23,21,15,29,31,0,0,0,0,0,0,0,119,6,4,2,0,5,4,1,0,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,1,True,True
3864693,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Bithri,1,3,1,5,1,243001,2,2,3,35,24,30,19,31,0,0,0,0,0,0,0,139,5,3,2,0,7,4,0,3,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,3,False,True
3595017,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Prampur Murarpur,1,3,1,5,1,243407,2,2,3,9,8,4,23,9,0,0,0,0,0,0,0,53,3,2,1,0,4,0,0,4,2,1,0,0,2,1,1,1,2,Primary (1–5),STANDARD,4,True,True
7439585,UTTAR PRADESH,BAREILLY,RICHHA(DAMKHODA),1,Gotha,1,3,1,5,1,243201,2,2,3,5,4,6,7,12,0,0,0,0,0,0,0,34,2,1,1,0,5,3,0,2,1,1,0,0,2,1,1,1,1,Primary (1–5),STANDARD,2,True,True
6259268,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,1,243502,2,2,3,17,19,25,42,26,0,0,0,0,0,0,0,129,0,0,0,0,6,4,2,0,2,1,0,0,0,1,1,1,1,Primary (1–5),STANDARD,2,True,True
2234223,UTTAR PRADESH,BAREILLY,BHUTA,1,Shora Khurd,1,3,1,5,1,243503,2,2,3,19,15,23,24,31,0,0,0,0,0,0,0,112,7,4,3,0,5,5,0,0,1,2,0,0,2,1,1,1,1,Primary (1–5),STANDARD,0,True,True
8069875,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Alinagar,1,3,1,5,1,243301,2,2,3,34,12,27,27,29,0,0,0,0,0,0,0,129,4,3,1,0,4,4,0,0,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,0,False,True
3118133,UTTAR PRADESH,BAREILLY,NAWABGANJ,2,,2,3,1,8,5,243001,2,2,3,20,22,19,19,33,20,17,22,0,0,0,0,172,11,4,7,0,9,9,0,0,1,2,2,1,0,1,1,2,1,Upper Primary (1–8),STANDARD,0,True,False
7424109,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Balehi,1,3,1,5,1,243505,2,2,3,5,5,1,8,5,0,0,0,0,0,0,0,24,1,1,0,0,4,0,0,4,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,4,False,True
5974425,UTTAR PRADESH,BAREILLY,RICHHA(DAMKHODA),2,,10,3,9,12,5,243203,9,2,3,0,0,0,0,0,0,0,0,288,295,361,287,1231,8,5,3,0,15,15,0,0,5,14,5,1,0,1,1,1,1,Higher Secondary (9–12),STANDARD,0,True,True
4746401,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Mundia Ahmed Nagar,2,3,1,8,5,243123,2,2,3,15,23,13,30,16,14,17,12,0,0,0,0,140,8,8,0,0,8,8,0,0,2,2,0,0,0,2,1,2,1,Upper Primary (1–8),STANDARD,0,False,False
7141672,UTTAR PRADESH,BAREILLY,BAHERI TOWN,2,,1,3,1,5,5,243201,2,2,3,29,38,24,33,30,0,0,0,0,0,0,0,154,6,5,0,1,5,5,0,0,1,1,5,0,0,1,1,1,1,Primary (1–5),STANDARD,0,True,True
8436848,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Mohanpur,1,3,1,5,5,243122,2,2,3,25,39,16,24,12,0,0,0,0,0,0,0,116,5,1,4,0,5,5,0,0,2,1,5,0,0,2,1,1,1,Primary (1–5),STANDARD,0,False,True
7410607,UTTAR PRADESH,BAREILLY,BAHERI,1,Girdharpur,6,3,1,10,97,243201,2,2,3,39,46,37,35,13,0,0,0,0,0,0,0,170,7,4,3,0,10,10,0,0,1,2,0,0,0,2,1,1,2,Secondary (1–10),STANDARD,0,False,True
6298807,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,5,243122,2,2,3,13,21,32,24,32,0,0,0,0,0,0,0,122,4,4,0,0,6,6,0,0,2,2,0,0,0,1,1,1,2,Primary (1–5),STANDARD,0,True,True
6710626,UTTAR PRADESH,BAREILLY,BHUTA,1,Dhakni Rajpuri,1,3,1,5,5,243503,2,2,3,0,4,3,5,5,0,0,0,0,0,0,0,17,3,3,0,0,5,5,0,0,2,2,0,0,0,1,2,1,1,Primary (1–5),STANDARD,0,True,True
1429420,UTTAR PRADESH,BAREILLY,MAJHGAWAN,1,Mandora,10,3,9,12,5,243302,9,2,3,0,0,0,0,0,0,0,0,214,266,158,193,831,9,4,5,0,24,24,0,0,4,5,1,1,0,1,2,1,1,Higher Secondary (9–12),STANDARD,0,True,True
2059673,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,2,3,1,8,5,243001,1,2,3,78,80,65,0,0,0,0,0,0,0,0,0,223,12,12,0,0,11,11,0,0,2,2,6,2,0,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
4020205,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,5,243122,1,2,3,30,62,38,30,26,0,0,0,0,0,0,0,186,5,0,5,0,5,5,0,0,1,2,0,1,0,2,1,1,1,Primary (1–5),STANDARD,0,False,True
5355136,UTTAR PRADESH,BAREILLY,BAHERI,1,Mandanpur Shumali,2,3,1,8,5,243201,1,2,3,34,29,36,34,41,45,42,37,0,0,0,0,298,18,17,1,0,11,11,0,0,4,5,10,2,2,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
3964235,UTTAR PRADESH,BAREILLY,FARIDPUR TOWN,2,,2,3,1,8,5,243503,1,2,3,142,106,114,141,134,0,0,0,0,0,0,0,637,38,37,1,0,28,28,0,0,11,11,25,0,0,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
4768134,UTTAR PRADESH,BAREILLY,SHERGARH,1,Dunka,1,3,1,5,5,243505,2,2,3,24,31,27,21,21,0,0,0,0,0,0,0,124,5,5,0,0,5,5,0,0,2,1,0,1,0,2,2,1,1,Primary (1–5),STANDARD,0,False,True
3057121,UTTAR PRADESH,BAREILLY,BHOJIPURA,1,Makrandpur Pitam Rai,2,3,1,8,5,243202,1,2,3,32,28,49,40,45,33,21,19,0,0,0,0,267,9,0,9,0,11,11,0,0,2,2,4,3,0,1,1,2,1,Upper Primary (1–8),STANDARD,0,True,False
5893070,UTTAR PRADESH,BAREILLY,KYARA,1,Behti Deh Jagir,2,3,1,8,5,243001,1,2,3,11,0,0,0,7,2,4,3,0,0,0,0,27,7,0,0,7,8,8,0,0,2,2,0,0,0,1,1,2,1,Upper Primary (1–8),STANDARD,0,True,False
2179786,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Sethel,2,3,1,8,5,243407,1,2,3,24,25,21,22,16,15,10,7,0,0,0,0,140,5,1,4,0,14,14,0,0,2,2,4,2,0,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
7131079,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,2,3,1,8,5,243003,1,2,3,23,16,25,14,14,13,9,13,0,0,0,0,127,8,1,7,0,16,16,0,0,3,3,18,0,0,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
7303193,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Keeratpur,5,3,6,12,5,243123,9,2,3,0,0,0,0,0,32,20,32,119,146,238,239,826,11,11,0,0,25,25,0,0,1,15,1,1,0,1,1,1,1,Higher Secondary (6–12),STANDARD,0,True,True
3574010,UTTAR PRADESH,BAREILLY,FARIDPUR,1,Nagaria Vikram,1,3,1,5,5,243503,1,2,3,25,29,22,35,32,0,0,0,0,0,0,0,143,6,6,0,0,11,11,0,0,2,2,1,1,0,1,1,1,1,Primary (1–5),STANDARD,0,True,True
1983940,UTTAR PRADESH,BAREILLY,KYARA,1,Manpur Chikitia,1,3,1,5,5,243002,2,2,3,17,6,11,7,5,0,0,0,0,0,0,0,46,3,3,0,0,5,5,0,0,1,1,0,0,0,1,2,2,1,Primary (1–5),STANDARD,0,True,False
1079730,UTTAR PRADESH,BAREILLY,BAHERI,1,Jamsavant Janubi,1,3,1,5,97,243201,2,2,3,12,12,6,12,17,0,0,0,0,0,0,0,59,2,0,2,0,5,5,0,0,2,2,0,0,0,2,1,1,2,Primary (1–5),STANDARD,0,False,True
4035948,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,2,,2,3,1,8,5,243001,2,2,3,0,0,1,1,2,26,25,28,0,0,0,0,83,6,6,0,0,8,8,0,0,1,1,2,0,0,1,1,1,2,Upper Primary (1–8),STANDARD,0,True,True
4799070,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,4,3,6,8,5,243122,9,2,3,0,0,0,0,0,0,7,9,0,0,0,0,16,11,11,0,0,3,3,0,0,2,2,2,0,0,2,1,1,1,Upper Primary (6–8),STANDARD,0,False,True
1353288,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Parsona (Ct),1,3,1,5,5,243123,2,2,3,6,6,2,8,5,0,0,0,0,0,0,0,27,4,4,0,0,5,5,0,0,1,1,1,0,0,1,2,1,2,Primary (1–5),STANDARD,0,True,True
6522565,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Churai Dalpatpur,1,3,1,5,5,243504,2,2,3,25,16,19,19,22,0,0,0,0,0,0,0,101,5,4,1,0,9,9,0,0,2,2,0,0,0,2,1,1,1,Primary (1–5),STANDARD,0,False,True
8428423,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Padarathpur (Ct),1,3,1,5,5,243123,2,2,3,9,3,6,4,4,0,0,0,0,0,0,0,26,5,0,5,0,5,5,0,0,1,2,0,0,0,2,1,1,2,Primary (1–5),STANDARD,0,False,True
7575252,UTTAR PRADESH,BAREILLY,BHOJIPURA,1,Atapatti Janubi,5,3,6,12,4,243202,9,2,3,0,0,0,0,0,76,86,62,217,143,183,177,944,20,20,0,0,15,15,0,0,5,2,5,1,0,1,1,1,1,Higher Secondary (6–12),STANDARD,0,True,True
8190671,UTTAR PRADESH,BAREILLY,FATEHGANJ,1,Rahpura Jagir,1,3,1,5,5,243501,2,2,3,4,1,5,3,8,0,0,0,0,0,0,0,21,4,4,0,0,5,5,0,0,2,2,0,0,0,2,1,2,1,Primary (1–5),STANDARD,0,False,False
9193030,UTTAR PRADESH,BAREILLY,BAHERI TOWN,2,,5,3,6,12,4,243201,9,2,3,0,0,0,0,0,43,38,76,119,110,63,78,527,8,8,0,0,9,9,0,0,0,16,0,0,0,1,1,2,2,Higher Secondary (6–12),STANDARD,0,True,False
3741705,UTTAR PRADESH,BAREILLY,KYARA,1,Sarai Talfi Mustqil,4,3,6,8,1,243001,9,2,3,0,0,0,0,0,21,33,31,0,0,0,0,85,6,3,3,0,5,1,4,0,1,1,0,0,2,2,1,1,1,Upper Primary (6–8),STANDARD,4,False,True
1652962,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,1,243001,2,2,3,10,7,11,21,43,0,0,0,0,0,0,0,92,2,1,1,0,3,2,0,1,1,1,0,0,2,2,1,1,2,Primary (1–5),STANDARD,1,False,True
8363592,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Indh Jagir,1,3,1,5,97,243201,2,2,3,43,27,56,45,55,0,0,0,0,0,0,0,226,8,7,1,0,6,6,0,0,1,3,0,0,0,2,2,2,2,Primary (1–5),STANDARD,0,False,False
3776740,UTTAR PRADESH,BAREILLY,SHERGARH,1,Dhanua,1,3,1,5,1,243203,2,2,3,22,11,13,26,12,0,0,0,0,0,0,0,84,5,3,2,0,5,1,2,2,1,1,0,1,2,1,1,1,1,Primary (1–5),STANDARD,4,True,True
6463175,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,4,3,6,8,4,243001,9,2,3,0,0,0,0,0,10,25,10,0,0,0,0,45,2,2,0,0,3,3,0,0,1,1,0,0,0,2,1,2,1,Upper Primary (6–8),STANDARD,0,False,False
5387413,UTTAR PRADESH,BAREILLY,FARIDPUR,1,Pandhera,5,3,6,12,4,243001,9,2,3,0,0,0,0,0,89,79,60,118,136,53,54,589,10,10,0,0,14,14,0,0,2,2,9,0,0,1,1,1,1,Higher Secondary (6–12),STANDARD,0,True,True
1356414,UTTAR PRADESH,BAREILLY,BAHERI TOWN,2,,5,3,6,12,5,243201,9,2,3,0,0,0,0,0,52,39,41,75,76,71,59,413,12,12,0,0,12,12,0,0,4,6,1,0,0,1,3,1,1,Higher Secondary (6–12),STANDARD,0,True,True
2482767,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Daleep Pur,4,3,6,8,1,243301,9,2,3,0,0,0,0,0,46,84,74,0,0,0,0,204,4,4,0,0,4,0,0,4,1,1,0,0,0,1,1,1,1,Upper Primary (6–8),STANDARD,4,True,True
9262661,UTTAR PRADESH,BAREILLY,KYARA,1,Kargaina,2,3,1,8,5,243001,2,2,3,11,16,29,18,8,12,15,0,0,0,0,0,109,3,3,0,0,9,9,0,0,2,2,0,0,0,2,1,2,1,Upper Primary (1–8),STANDARD,0,False,False
6156237,UTTAR PRADESH,BAREILLY,FARIDPUR,1,Naugawan,1,3,1,5,1,243503,2,2,3,24,24,27,50,45,0,0,0,0,0,0,0,170,8,6,2,0,3,0,0,3,1,1,0,0,2,2,1,1,1,Primary (1–5),STANDARD,3,False,True
6106141,UTTAR PRADESH,BAREILLY,MAJHGAWAN,1,Bajhera,4,3,6,8,5,243302,9,2,3,0,0,0,0,0,73,4,0,0,0,0,0,77,3,1,2,0,3,3,0,0,1,1,1,1,0,2,1,1,1,Upper Primary (6–8),STANDARD,0,False,True
3068563,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,1,3,1,5,5,243003,2,2,3,36,21,20,22,16,0,0,0,0,0,0,0,115,2,1,0,1,8,8,0,0,2,2,0,1,0,1,1,1,1,Primary (1–5),STANDARD,0,True,True
9349585,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,2,3,1,8,5,243006,2,2,3,0,2,0,0,0,0,1,0,0,0,0,0,3,2,2,0,0,5,5,0,0,2,2,0,0,0,2,1,1,1,Upper Primary (1–8),STANDARD,0,False,True
2536650,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Majhaoa,4,3,6,8,1,243401,9,2,3,0,0,0,0,0,28,13,22,0,0,0,0,63,3,3,0,0,6,4,1,1,1,1,0,0,2,2,1,1,1,Upper Primary (6–8),STANDARD,2,False,True
8351932,UTTAR PRADESH,BAREILLY,BAREILLY TOWN,2,,2,3,1,8,5,243004,2,2,3,45,40,38,42,44,42,22,29,0,0,0,0,302,14,14,0,0,11,11,0,0,2,3,6,0,0,1,1,1,1,Upper Primary (1–8),STANDARD,0,True,True
2879595,UTTAR PRADESH,BAREILLY,VITHARI CHAINPUR,1,Bhartaul,1,3,1,5,5,243123,1,2,3,19,6,6,10,7,0,0,0,0,0,0,0,48,10,7,2,1,12,12,0,0,1,1,1,1,1,1,1,1,1,Primary (1–5),STANDARD,0,True,True
5452750,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Kapoorpur,4,3,6,8,1,243504,9,2,3,0,0,0,0,0,19,25,24,0,0,0,0,68,4,3,1,0,4,0,4,0,1,1,0,0,2,2,1,1,2,Upper Primary (6–8),STANDARD,4,False,True
2476084,UTTAR PRADESH,BAREILLY,SHERGARH,1,Masla Khera,2,3,1,8,1,243505,2,2,3,29,14,15,24,35,18,24,28,0,0,0,0,187,8,6,2,0,9,9,0,0,2,2,0,2,2,1,1,1,2,Upper Primary (1–8),STANDARD,0,True,True
2830007,UTTAR PRADESH,BAREILLY,MIRGANJ,1,Pahuncha Buzurg Mustakil,2,3,1,8,1,243504,2,2,3,9,7,8,12,14,19,25,30,0,0,0,0,124,6,5,1,0,11,3,0,8,2,2,0,0,2,2,1,1,1,Upper Primary (1–8),STANDARD,8,False,True
9994937,UTTAR PRADESH,BAREILLY,BHUTA,1,Simra Keshopur,4,3,6,8,1,243503,9,2,3,0,0,0,0,0,33,22,28,0,0,0,0,83,1,1,0,0,3,0,0,3,1,1,0,0,2,1,1,1,1,Upper Primary (6–8),STANDARD,3,True,True
5330092,UTTAR PRADESH,BAREILLY,NAWABGANJ,1,Aurangabad,4,3,6,8,1,262406,9,2,3,0,0,0,0,0,22,30,36,0,0,0,0,88,5,3,2,0,3,2,1,0,2,3,0,0,2,2,1,1,1,Upper Primary (6–8),STANDARD,1,False,True
4059069,UTTAR PRADESH,BAREILLY,SHERGARH,1,Mawai Jarail,2,3,1,8,1,243201,2,2,3,4,7,5,2,7,2,4,3,0,0,0,0,34,5,2,3,0,6,2,2,2,1,1,0,0,2,1,1,1,1,Upper Primary (1–8),STANDARD,4,True,True
9641561,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Katka Raman,4,3,6,8,1,243402,9,2,3,0,0,0,0,0,32,26,15,0,0,0,0,73,3,3,0,0,4,4,0,0,1,1,0,0,0,2,1,1,1,Upper Primary (6–8),STANDARD,0,False,True
7224082,UTTAR PRADESH,BAREILLY,SHERGARH,1,Manpur,1,3,1,5,97,243201,2,2,3,42,32,51,45,51,0,0,0,0,0,0,0,221,7,7,0,0,7,7,0,0,4,4,0,1,0,1,1,1,1,Primary (1–5),STANDARD,0,True,True
3458733,UTTAR PRADESH,BAREILLY,RAMNAGAR,1,Tigra Khanpur,7,3,6,10,5,243303,9,2,3,0,0,0,0,0,6,6,6,153,131,0,0,302,8,8,0,0,5,5,0,0,2,2,0,0,0,2,1,1,2,Secondary (6–10),STANDARD,0,False,True
1737747,UTTAR PRADESH,BAREILLY,ALAMPUR,1,Usaita,2,3,1,8,1,243401,2,2,3,11,7,19,15,24,23,23,20,0,0,0,0,142,5,4,1,0,9,4,0,5,3,2,0,0,2,2,1,1,2,Upper Primary (1–8),STANDARD,5,False,True
